日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,volatility
2010-01-04,000983,159.22,155.26,159.99,155.26,140552,556722304.0,2.99,-1.8,-2.85,1.24,4.730000000000018
2010-01-05,000983,157.11,160.91,161.6,156.95,276358,1112623104.0,2.99,3.64,5.65,2.44,4.650000000000006
2010-01-06,000983,161.41,162.33,166.25,160.45,270154,1122565888.0,3.6,0.88,1.42,2.39,5.800000000000011
2010-01-07,000983,163.06,158.18,166.59,156.92,211844,865936704.0,5.96,-2.56,-4.15,1.87,9.670000000000016
2010-01-08,000983,157.68,154.23,157.68,150.81,288427,1115596416.0,4.34,-2.5,-3.95,2.55,6.8700000000000045
2010-01-11,000983,158.49,150.85,158.49,150.5,315587,1209979776.0,5.18,-2.19,-3.38,2.79,7.990000000000009
2010-01-12,000983,151.27,154.15,154.23,146.43,439815,1652265984.0,5.17,2.19,3.3,3.88,7.799999999999983
2010-01-13,000983,148.16,145.93,150.27,143.17,652740,2413320704.0,4.61,-5.33,-8.22,5.76,7.100000000000023
2010-01-14,000983,145.89,145.86,147.01,141.4,458013,1659479936.0,3.84,-0.05,-0.07,4.04,5.609999999999985
2010-01-15,000983,145.86,145.05,146.93,142.02,293091,1065383552.0,3.37,-0.56,-0.81,2.59,4.909999999999997
2010-01-18,000983,145.16,143.17,145.16,141.25,358819,1288973056.0,2.7,-1.3,-1.88,3.17,3.9099999999999966
2010-01-19,000983,143.94,146.2,148.81,143.94,398430,1471367552.0,3.4,2.12,3.03,3.52,4.8700000000000045
2010-01-20,000983,146.59,140.44,146.85,139.33,437825,1559984384.0,5.14,-3.94,-5.76,3.87,7.519999999999982
2010-01-21,000983,140.52,136.26,141.29,133.03,389393,1328632960.0,5.88,-2.98,-4.18,3.44,8.259999999999991
2010-01-22,000983,133.61,130.5,133.68,127.35,411822,1345122432.0,4.65,-4.23,-5.76,3.64,6.3300000000000125
2010-01-25,000983,128.58,129.38,131.65,127.46,184029,598808704.0,3.21,-0.86,-1.12,1.63,4.190000000000012
2010-01-26,000983,129.73,122.85,130.57,121.86,343264,1067818368.0,6.73,-5.05,-6.53,3.03,8.709999999999994
2010-01-27,000983,122.85,123.81,127.27,120.32,366328,1138423552.0,5.66,0.78,0.96,3.23,6.950000000000003
2010-01-28,000983,123.47,125.16,126.54,122.05,322233,1004337408.0,3.63,1.09,1.35,2.85,4.490000000000009
2010-01-29,000983,123.97,124.39,127.73,123.2,223063,701406656.0,3.62,-0.62,-0.77,1.97,4.530000000000001
2010-02-01,000983,123.01,120.13,123.01,119.71,253162,763087680.0,2.65,-3.42,-4.26,2.24,3.3000000000000114
